ChEBI_ID,Name,Definition,Stars
CHEBI:146167,gondamide,A primary fatty amide resulting from the formal condensation of the carboxy group of (11<i>Z</i>)-icos-11-enoic acid with ammonia.,
CHEBI:146168,petroselinamide,A primary fatty amide resulting from the formal condensation of the carboxy group of petroselinic acid with ammonia.,
CHEBI:146186,N-(docosanoyl)ethanolamine,An <em>N</em>-(long-chain-acyl)ethanolamine that is the ethanolamide of docosanoic acid.,
CHEBI:146187,N-(15Z-tetracosenoyl)ethanolamine,A <em>N</em>-(long-chain-acyl)ethanolamine that is the ethanolamide of (15<i>Z</i>)-tetracosenoic acid.,
CHEBI:146191,N-oleoyltaurine(1-),A fatty acid-taurine conjugate obtained by deprotonation of the sulfonate group of <em>N</em>-oleoyltaurine; major species at pH 7.3.,
CHEBI:146196,N-docosanoyltaurine(1-),A fatty acid-taurine conjugate(1−) obtained by deprotonation of the sulfo group of <em>N</em>-docosanoyltaurine; major species at pH 7.3.,
CHEBI:146197,N-tricosanoyltaurine(1-),,
CHEBI:146198,N-nervonoyltaurine(1-),A fatty acid-taurine conjugate obtained by deprotonation of the sulfonate group of <em>N</em>-nervonoyltaurine; major species at pH 7.3.,
CHEBI:14649,NMN(-),,
CHEBI:147350,angiotensin I dizwitterion,A peptide zwitterion that is the dizwitterionic form of angiotensin I having both carboxy groups deprotonated and the aspartyl amino group and arginine side-chain protonated. It is the major species at pH 7.3.,
CHEBI:147352,"[des-Phe(8), des-Arg(9)]-bradykinin(1+)","A peptide cation obtained by deprotonation of the carboxy group and protonation of the primary amino and guanidino groups of [des-Phe<small><sup>8</small></sup>, des-Arg<small><sup>9</small></sup>]-bradykinin. It is the major species at pH 7.3.",
CHEBI:147362,neurotensin(1+),"A peptide cation obtained from the deprotonation of the carboxy groups of <small>L</small>-α-glutamyl and <small>L</small>-leucine residues, and protonation of the side chains of <small>L</small>-lysyl and <small>L</small>-arginyl residues of neurotensin. It is the major species at pH 7.3.",
CHEBI:147392,His-Leu zwitterion,A dipeptide zwitterion obtained by transfer of a proton from the carboxy to the amino terminus of His-Leu. Major species at pH 7.3.,
CHEBI:149494,S-nitroso-L-cysteine residue,An <small>L</small>-α-amino-acid residue derived from <em>S</em>-nitroso-<small>L</small>-cysteine.,
CHEBI:149631,"N-hexanoyl-sphinga-4E,14Z-dienine",,
CHEBI:149697,N-arachidonoyl-L-serine(1-),"A <em>N</em>-(fatty acyl)-<small>L</small>-serine(1−) that is the conjugate base of <em>N</em>-arachidonoyl-<small>L</small>-serine, resulting from the derotonation of the carboxy group. Major species at pH 7.3.",
CHEBI:149699,N-palmitoyl-L-phenylalanine(1-),,
CHEBI:149700,N-stearoyl-L-phenylalanine(1-),,
CHEBI:149701,N-DHA-L-phenylalanine(1-),,
CHEBI:149730,N-oleoyl-L-asparagine(1-),,
CHEBI:149731,N-oleoyl-L-lysine zwitterion,,
CHEBI:149732,N-oleoyl-L-methionine(1-),,
CHEBI:149733,N-oleoyl-L-tryptophan(1-),,
CHEBI:149734,N-oleoyl-L-tyrosine(1-),,
CHEBI:149768,1-(10Z-heptadecenoyl)-sn-glycero-3-phosphoethanolamine zwitterion,A 1-acyl-<em>sn</em>-glycero-3-phosphoethanolamine zwitterion obtained by transfer of a proton from the amino to the phosphate group of 1-(10<i>Z</i>-heptadecenoyl)-<em>sn</em>-glycero-3-phosphoethanolamine.,
CHEBI:149769,1-(10Z-heptadecenoyl)-2-arachidonoyl-sn-glycero-3-phosphoethanolamine zwitterion,A phosphatidylethanolamine 37:5 zwitterion in which the acyl groups at positions 1 and 2 are specified as 10<i>Z</i>-heptadecenoyl and arachidonoyl respectively.,
CHEBI:149770,1-(10Z-heptadecenoyl)-2-linoleoyl-sn-glycero-3-phosphoethanolamine zwitterion,A phosphatidylethanolamine 35:3 zwitterion in which the acyl groups at positions 1 and 2 are specified as 10<i>Z</i>-heptadecenoyl and linoleoyl respectively.,
CHEBI:15035,retinal,"An enal that consists of 3,7-dimethyl-9-nona-2,4,6,8-tetraenal (double bond geometry unspecified) carrying a 2,6,6-trimethylcyclohex-1-en-1-yl group at the 9-position.",
CHEBI:15036,retinoate,,
CHEBI:15354,choline,"A choline that is the parent compound of the cholines class, consisting of ethanolamine having three methyl substituents attached to the amino function.",
CHEBI:15355,acetylcholine,"Actylcholine is an ester of acetic acid and choline, which acts as a neurotransmitter.",
CHEBI:15361,pyruvate,"A 2-oxo monocarboxylic acid anion that is the conjugate base of pyruvic acid, arising from deprotonation of the carboxy group.",
CHEBI:15377,water,An oxygen hydride consisting of an oxygen atom that is covalently bonded to two hydrogen atoms,
CHEBI:15378,hydron,"The general name for the hydrogen nucleus, to be used without regard to the hydrogen nuclear mass (either for hydrogen in its natural abundance or where it is not desired to distinguish between the isotopes).",
CHEBI:15379,dioxygen,,
CHEBI:15444,(1->4)-alpha-D-glucan,,
CHEBI:15562,D-threo-isocitrate(3-),The <small>D</small>-<i>threo</i>-form of isocitrate(3−).,
CHEBI:15588,(R)-malate(2-),An optically active form of malate having (<i>R</i>)-configuration.,
CHEBI:15589,(S)-malate(2-),An optically active form of malate having (<i>S</i>)-configuration.,
CHEBI:15621,(4-hydroxyphenyl)acetaldehyde,,
CHEBI:15636,"(6R)-5,10-methylenetetrahydrofolate(2-)",,
CHEBI:15740,formate,A monocarboxylic acid anion that is the conjugate base of formic acid. Induces severe metabolic acidosis and ocular injury in human subjects.,
CHEBI:15759,"2,3-epoxyphylloquinone",,
CHEBI:15792,malonate(2-),A dicarboxylic acid dianion obtained by the deprotonation of the carboxy groups of malonic acid.,
CHEBI:15801,(R)-2-hydroxyglutarate(2-),A 2-hydroxyglutarate(2−) that has (2<i>R</i>)-configuration.,
CHEBI:15858,bromide,,
CHEBI:15901,"5,6-dihydrouracil","A pyrimidine obtained by formal addition of hydrogen across the 5,6-position of uracil.",
CHEBI:15994,"5alpha-androstane-3,17-dione","The 5α-stereoisomer of androstane-3,17-dione.",
CHEBI:16007,methanethiol,,
CHEBI:16016,dihydroxyacetone,A ketotriose consisting of acetone bearing hydroxy substituents at positions 1 and 3. The simplest member of the class of ketoses and the parent of the class of glycerones.,
CHEBI:16032,androsterone,An androstanoid that is 5α-androstane having a hydroxy substituent at the 3α-position and an oxo group at the 17-position. It is a metabolite of dehydroepiandrosterone .,
CHEBI:16042,halide anion,A monoatomic monoanion resulting from the addition of an electron to any halogen atom.,
CHEBI:16062,N-acyl-D-mannosamine,,
CHEBI:16074,5beta-cholestan-3-one,A 3-oxo-5β-steroid that is 5β-cholestane substituted by an oxo group at position 3.,
CHEBI:16113,cholesterol,"A cholestanoid consisting of cholestane having a double bond at the 5,6-position as well as a 3β-hydroxy group.",
CHEBI:16175,cholest-4-en-3-one,A cholestanoid that is cholest-4-ene substituted by an oxo group at position 3.,
CHEBI:16199,urea,A carbonyl group with two C-bound amine groups. The commercially available fertilizer has an analysis of 46-0-0 (N-P2O5-K2O).,
CHEBI:16235,guanine,A 2-aminopurine carrying a 6-oxo substituent.,
CHEBI:16240,hydrogen peroxide,An inorganic peroxide consisting of two hydroxy groups joined by a covalent oxygen-oxygen single bond.,
CHEBI:16330,17beta-hydroxy-5alpha-androstan-3-one,"A 17β-hydroxy steroid that is testosterone in which the 4,5 double bond has been reduced to a single bond with α-configuration at position 5.",
CHEBI:16347,(R)-carnitine,The (<i>R</i>)-enantiomer of carnitine.,
CHEBI:16382,iodide,,
CHEBI:16389,ubiquinones,"Any benzoquinone derived from 2,3-dimethoxy-5-methylbenzoquinone; one of a group of naturally occurring homologues. The redox-active quinoid moiety usually carries a polyprenoid side chain at position 6, the number of isoprenoid units in which is species-specific. Ubiquinones are involved in the control of mitochondrial electron transport, and are also potent anti-oxidants.",
CHEBI:16422,"androst-4-ene-3,17-dione",A 3-oxo Δ<small><sup>4</small></sup>-steroid that is androst-4-ene substituted by oxo groups at positions 3 and 17. It is a steroid hormone synthesized in the adrenal glands and gonads.,
CHEBI:16424,phenylacetaldehyde,An aldehyde that consists of acetaldehyde bearing a methyl substituent; the parent member of the phenylacetaldehyde class of compounds.,
CHEBI:16452,oxaloacetate(2-),A C4-dicarboxylate resuting from deprotonation of both carboxy groups of oxaloacetic acid.,
CHEBI:16469,17beta-estradiol,The 17β-isomer of estradiol.,
CHEBI:16496,"5beta-cholestane-3alpha,7alpha,12alpha-triol",,
CHEBI:16521,lanosterol,"A tetracyclic triterpenoid that is lanosta-8,24-diene substituted by a β-hydroxy group at the 3β position. It is the compound from which all steroids are derived.",
CHEBI:16526,carbon dioxide,"A one-carbon compound with formula CO<small><sub>2</sub></small> in which the carbon is attached to each oxygen atom by a double bond. A colourless, odourless gas under normal conditions, it is produced during respiration by all animals, fungi and microorganisms that depend directly or indirectly on living or decaying plants for food.",
CHEBI:16551,"alpha,alpha-trehalose",A trehalose in which both glucose residues have α-configuration at the anomeric carbon.,
CHEBI:16581,pregnenolone,A 20-oxo steroid that is pregn-5-ene substituted by a β-hydroxy group at position 3 and an oxo group at position 20.,
CHEBI:16608,5alpha-cholest-8-en-3beta-ol,A cholestanoid that is 5α-cholestane substituted by a β-hydroxy group at position 3.,
CHEBI:16651,(S)-lactate,An optically active form of lactate having (<i>S</i>)-configuration.,
CHEBI:166912,taurochenodeoxycholate 3-sulfate,,
CHEBI:16723,4-methylthio-2-oxobutanoate,"The 2-oxo monocarboxylic acid anion derived from 4-methylthio-2-oxobutanoic acid. The major microspecies at pH 7.3, it is formed from <small>L</small>-methionine via the action of methionine transaminase.",
CHEBI:16763,2-oxobutanoate,"A 2-oxo monocarboxylic acid anion that is the conjugate base of 2-oxobutanoic acid, obtained by deprotonation of the carboxy group.",
CHEBI:16782,(S)-2-hydroxyglutarate(2-),A 2-hydroxyglutarate(2−) that has (2<i>S</i>)-configuration.,
CHEBI:16810,2-oxoglutarate(2-),An oxo dicarboxylate obtained by deprotonation of both carboxy groups of 2-oxoglutaric acid.,
CHEBI:16827,corticosterone,A 21-hydroxy steroid that consists of pregn-4-ene substituted by hydroxy groups at positions 11 and 21 and oxo groups at positions 3 and 20. Corticosterone is a 21-carbon steroid hormone of the corticosteroid type produced in the cortex of the adrenal glands.,
CHEBI:16842,formaldehyde,An aldehyde resulting from the formal oxidation of methanol.,
CHEBI:16870,choline alfoscerate,A member of the class of phosphocholines that is the choline ester of <em>sn</em>-glycero-3-phosphate. It is one of the major osmolyte in the renal medullary cells.,
CHEBI:16947,citrate(3-),"A tricarboxylic acid trianion, obtained by deprotonation of the three carboxy groups of citric acid.",
CHEBI:16962,cortisone,"A C<small><sub>21</sub></small>-steroid that is pregn-4-ene substituted by hydroxy groups at positions 17 and 21 and oxo group at positions 3, 11 and 20.",
CHEBI:16973,11-deoxycorticosterone,A mineralocorticoid that is progesterone substituted at position 21 by a hydroxy group.,
CHEBI:16985,"5beta-androstane-3,17-dione","An androstane-3,17-dione with a 5β-configuration.",
CHEBI:17002,cholesteryl ester,A sterol ester obtained by formal condensation of the carboxy group of any carboxylic acid with the 3-hydroxy group of cholesterol.,
CHEBI:17026,progesterone,"A C<small><sub>21</sub></small>-steroid hormone in which a pregnane skeleton carries oxo substituents at positions 3 and 20 and is unsaturated at C(4)-C(5). As a hormone, it is involved in the female menstrual cycle, pregnancy and embryogenesis of humans and other species.",
CHEBI:17051,fluoride,,
CHEBI:17120,hexanoate,A short-chain fatty acid anion that is the conjugate base of hexanoic acid (also known as caproic acid).,
CHEBI:17154,nicotinamide,A pyridinecarboxamide that is pyridine in which the hydrogen at position 3 is replaced by a carboxamide group.,
CHEBI:17169,benzaldehyde,An arenecarbaldehyde that consists of benzene bearing a single formyl substituent; the simplest aromatic aldehyde and parent of the class of benzaldehydes.,
CHEBI:17179,taurolithocholate,,
CHEBI:17224,4-methylumbelliferone,A hydroxycoumarin that is umbelliferone substituted by a methyl group at position 4.,
CHEBI:17263,estrone,"A 17-oxo steroid that is estra-1,3,5(10)-triene substituted by an hydroxy group at position 3 and an oxo group at position 17.",
CHEBI:17268,myo-inositol,An inositol having <i>myo</i>- configuration.,
CHEBI:17274,aldehydo-N-acyl-D-glucosamine,The open-chain form of an <em>N</em>-acyl-<small>D</small>-glucosamine.,
CHEBI:173115,poly(RNA)-3'-adenine ribonucleotide polyanion,,
CHEBI:17336,all-trans-retinol,A retinol in which all four exocyclic double bonds have <i>E</i>- (<i>trans</i>-) geometry.,
CHEBI:17347,testosterone,"An androstanoid having 17β-hydroxy and 3-oxo groups, together with unsaturation at C-4‒C-5..",
CHEBI:17378,D-glyceraldehyde,The <small>D</small>-enantiomer of glyceraldehyde.,
CHEBI:17389,2-monoglyceride,A monoglyceride in which the acyl substituent is located at position 2.,
CHEBI:17478,aldehyde,"A compound RC(=O)H, in which a carbonyl group is bonded to one hydrogen atom and to one R group.",
CHEBI:17479,enol-oxaloacetate,A C<small><sub>4</sub></small>-dicarboxylate resulting from the removal of a proton from both carboxylic acid groups of <em>enol</em>-oxaloacetic acid.,
CHEBI:17499,hydrogen donor,A molecular entity that can undergo oxidation by the loss of hydrogen atom(s).,
CHEBI:17544,hydrogencarbonate,The carbon oxoanion resulting from the removal of a proton from carbonic acid.,
CHEBI:17568,uracil,"A common and naturally occurring pyrimidine nucleobase in which the pyrimidine ring is substituted with two oxo groups at positions 2 and 4. Found in RNA, it base pairs with adenine and replaces thymine during DNA transcription.",
CHEBI:17585,trans-hexadec-2-enal,A hexadecenal containing a double bond at position 2 (the <i>trans</i>-stereoisomer).,
CHEBI:17600,hexadecanal,,
CHEBI:17616,all-trans-retinyl palmitate,"An <i>all</i>-<i>trans</i>-retinyl ester obtained by formal condensation of the carboxy group of palmitic (hexadecanoic acid) with the hydroxy group of <i>all</i>-<i>trans</i>-retinol. It is used in cosmetic products to treat various skin disorders such as acne, skin aging, wrinkles, dark spots, and also protect against psoriasis.",
CHEBI:17632,nitrate,A nitrogen oxoanion formed by loss of a proton from nitric acid. Principal species present at pH 7.3.,
CHEBI:17640,3-(indol-3-yl)pyruvate,A indol-3-yl carboxylic acid anion that is the conjugate base of 3-(indol-3-yl)pyruvic acid,
CHEBI:17650,cortisol,"A 17α-hydroxy-C<small><sub>21</sub></small>-steroid that is pregn-4-ene substituted by oxo groups at positions 3 and 20 and hydroxy groups at positions 11, 17 and 21. Cortisol is a corticosteroid hormone or glucocorticoid produced by zona fasciculata of the adrenal cortex, which is a part of the adrenal gland. It is usually referred to as the ""stress hormone"" as it is involved in response to stress and anxiety, controlled by corticotropin-releasing hormone (CRH). It increases blood pressure and blood sugar, and reduces immune responses.",
CHEBI:176511,"3,3',5-triiodo-L-thyronine sulfate(1-)",,
CHEBI:176512,L-thyroxine sulfate(1-),A thyroxine sulfate(1−) that has <small>L</small>-configuration. The major microspecies at pH 7.3.,
CHEBI:176513,"3,3',5'-triiodo-L-thyronine sulfate(1-)",,
CHEBI:176514,"3,3'-diiodo-L-thyronine zwitterion",,
CHEBI:176515,"3,3'-diiodo-L-thyronine sulfate(1-)",,
CHEBI:17712,9H-xanthine,An oxopurine in which the purine ring is substituted by oxo groups at positions 2 and 6 and N-9 is protonated.,
CHEBI:17737,desmosterol,"A cholestanoid that is cholesta-5,24-diene substituted by a β-hydroxy group at position 3. It is an intermediate metabolite obtained during the synthesis of cholesterol.",
CHEBI:17750,glycine betaine,The amino acid betaine derived from glycine.,
CHEBI:17754,glycerol,"A triol with a structure of propane substituted at positions 1, 2 and 3 by hydroxy groups.",
CHEBI:17763,4-methylumbelliferyl acetate,An acetate ester consiting of umbelliferone carrying a 7-<em>O</em>-acetyl group.,
CHEBI:17790,methanol,"The primary alcohol that is the simplest aliphatic alcohol, comprising a methyl and an alcohol group.",
CHEBI:17792,organohalogen compound,A compound containing at least one carbon-halogen bond (where X is a halogen atom).,
CHEBI:17815,"1,2-diacyl-sn-glycerol",,
CHEBI:17821,thymine,A pyrimidine nucleobase that is uracil in which the hydrogen at position 5 is replaced by a methyl group.,
CHEBI:17826,methylarsonous acid,A one-carbon compound that is arsonous acid in which the hydrogen attached to arsenic is replaced by a methyl group.,
CHEBI:17855,triglyceride,"Any glyceride resulting from the condensation of all three hydroxy groups of glycerol (propane-1,2,3-triol) with fatty acids.",
CHEBI:17865,4-methyl-2-oxopentanoate,A 2-oxo monocarboxylic acid anion that is the conjugate base of 4-methyl-2-oxopentanoic acid.,
CHEBI:17898,all-trans-retinal,A retinal in which all four exocyclic double bonds have <i>E</i>- (<i>trans</i>-) geometry.,
CHEBI:17899,7alpha-hydroxycholest-4-en-3-one,"A cholestanoid consisting of a cholesterol core having an oxo group at the 3-position, a C=C bond at the 4,5-position and an α-hydroxy group at the 7-position.",
CHEBI:17933,calcidiol,"A hydroxycalciol that is calciol in which the hydrogen at position 25 has been replaced by a hydroxy group. A prehormone resulting from the oxidation of calciol in the liver, it is further hydroxylated in the kidney to give calcitriol, the active form of vitamin D<small><sub>3</sub></small>.",
CHEBI:17968,butyrate,"A short-chain fatty acid anion that is the conjugate base of butyric acid, obtained by deprotonation of the carboxy group.",
CHEBI:17976,ubiquinol,,
CHEBI:17996,chloride,A halide anion formed when chlorine picks up an electron to form an an anion.,
CHEBI:18005,keto-phenylpyruvate,A 2-oxo monocarboxylic acid anion resulting from deprotonation of the carboxy group of <em>keto</em>-phenylpyruvic acid.,
CHEBI:18022,thiocyanate,A pseudohalide anion obtained by deprotonation of the thiol group of thiocyanic acid.,
CHEBI:18035,diglyceride,"A glyceride that is glycerol in which any two of the hydroxy groups have been acylated. In the structure shown, two of the R groups (positions not specified) are acyl groups while the remaining R group can be either H or an alkyl group.",
CHEBI:18067,phylloquinone,"A member of the class of phylloquinones that consists of 1,4-naphthoquinone having methyl and phytyl groups at positions 2 and 3 respectively. The parent of the class of phylloquinones.",
CHEBI:18093,"17,21-dihydroxy-5beta-pregnane-3,11,20-trione","A 4,5-dihydrocortisone that has β- configuration at position 5.",
